Entry Point: 0x7FF760250000
GObjects: 0x7FF7626E36E0
GNames: 0x7FF7626E3698

Processing Package: Core

ScriptStruct: Rotator                                          - Instance: 0x1BE7830EE00
Class: RPC_SetClubRole_X                                       - Instance: 0x1BF876B8800
Class: RPC_GetClubInvites_X                                    - Instance: 0x1BF876B8400
Class: RPC_AcceptClubInvite_X                                  - Instance: 0x1BF876ABC00
Class: RPC_RejectClubInvite_X                                  - Instance: 0x1BF876AB800
Class: RPC_LeaveClub_X                                         - Instance: 0x1BF876AB400
Class: OnlineClubServerList_X                                  - Instance: 0x1BF876AB000
Class: RPC_GetClubPrivateMatches_X                             - Instance: 0x1BF876AAC00
Class: OnlineConfigDispatcher_X                                - Instance: 0x1BF876AA800
Class: UrlConfig_X                                             - Instance: 0x1BF876AA400
Class: OnlineGameVersion_X                                     - Instance: 0x1BF876AA000
Class: OnlineGameWordFilterProcessor_X                         - Instance: 0x1BF876A9C00
Class: OnlineGameInvite_X                                      - Instance: 0x1BF876A9800
Class: OnlineGameVoice_X                                       - Instance: 0x1BF876A9400
Class: OnlineGamePopulation_X                                  - Instance: 0x1BF876A9000
Class: OnlineGameServerBrowser_X                               - Instance: 0x1BF876A8C00
Class: OnlineGamePrivateMatch_X                                - Instance: 0x1BF876A8800
Class: UdpLanBrowser_X                                         - Instance: 0x1BF876A8400
Class: SystemMetrics_X                                         - Instance: 0x1BF8767FC00
Class: OnlinePlayerPermissions_X                               - Instance: 0x1BF8767F800
Class: RPC_GetPublicIP_X                                       - Instance: 0x1BF8767F400
Class: RPC_UpdatePlayerPlaylist_X                              - Instance: 0x1BF8767EC00
Class: ServerExploitManager_X                                  - Instance: 0x1BF8767E800
Class: ServerPlayerIdCache_X                                   - Instance: 0x1BF8767E400
Class: RPC_CheckReplacementDedicatedServer_X                   - Instance: 0x1BF8767E000
Class: RPC_AddQuitter_X                                        - Instance: 0x1BF8767DC00
Class: RPC_RemoveQuitter_X                                     - Instance: 0x1BF8767D800
Class: RPC_RecordMatch_X                                       - Instance: 0x1BF8767D400
Class: RPC_UpdateGameServer_X                                  - Instance: 0x1BF8767D000
Class: RPC_CreateGameServer_X                                  - Instance: 0x1BF8767CC00
Class: ServerMetrics_X                                         - Instance: 0x1BF8767C800
Class: RPC_DeactivateGameServer_X                              - Instance: 0x1BF8767C400
Class: RPC_SetServerNotJoinable_X                              - Instance: 0x1BF8764BC00
Class: ReservationsMetrics_X                                   - Instance: 0x1BF8764B800
Class: QueuedOfflineMessage_X                                  - Instance: 0x1BF8764B400
Class: RPC_ServerToServer_X                                    - Instance: 0x1BF8764B000
Class: ReservationsFullMessage_X                               - Instance: 0x1BF8764A400
Class: ReservationsTeamFullMessage_X                           - Instance: 0x1BF8764A000
Class: ReservationsWaitingMessage_X                            - Instance: 0x1BF87649C00
Class: ReservationsReadyMessage_X                              - Instance: 0x1BF87649800
Class: ReservationsTimedOutMessage_X                           - Instance: 0x1BF87649400
Class: ReservationsPrivateMessage_X                            - Instance: 0x1BF87649000
Class: ReservationsPasswordMessage_X                           - Instance: 0x1BF87648C00
Class: ReservationsWrongPlaylistMessage_X                      - Instance: 0x1BF87648800
Class: ReservationsWrongRankedMatchMessage_X                   - Instance: 0x1BF87648400
Class: ReservationsKeysFailedMessage_X                         - Instance: 0x1BF8761FC00
Class: ReservationCrossplayDisabledMessage_X                   - Instance: 0x1BF8761F800
Class: ReservationsMaxPlayersMessage_X                         - Instance: 0x1BF8761F400
Class: PingMessage_X                                           - Instance: 0x1BF8761F000
Class: AntiCheatErrors_X                                       - Instance: 0x1BF8761EC00
Class: RPC_GetLeaderboardValueForUserBase_X                    - Instance: 0x1BF8761E400
Class: RPC_GetSkillLeaderboardValueForUser_X                   - Instance: 0x1BF8761E800
Class: RPC_GetLeaderboardValueForUser_X                        - Instance: 0x1BF8761E000
Class: RPC_GetLeaderboardBase_X                                - Instance: 0x1BF8761D800
Class: RPC_GetSkillLeaderboard_X                               - Instance: 0x1BF8761DC00
Class: RPC_GetLeaderboard_X                                    - Instance: 0x1BF8761D400
Class: RPC_GetLeaderboardRankForUsersBase_X                    - Instance: 0x1BF8761CC00
Class: RPC_GetSkillLeaderboardRankForUsers_X                   - Instance: 0x1BF8761D000
Class: RPC_GetLeaderboardRankForUsers_X                        - Instance: 0x1BF8761C800
Class: RPC_StartMatchmaking_X                                  - Instance: 0x1BF8761C400
Class: SuperRegion_X                                           - Instance: 0x1BF875F3C00
Class: RPC_PlayerCancelMatchmaking_X                           - Instance: 0x1BF875F3400
Class: RankedConfig_X                                          - Instance: 0x1BF875F2C00
Class: RPC_GetPopulation_X                                     - Instance: 0x1BF875F2800
Class: RPC_PlayerSearchPrivateMatch_X                          - Instance: 0x1BF875F2400
Class: RPC_GetSubRegions_X                                     - Instance: 0x1BF875F2000
Class: RPC_GetGameServerPingList_X                             - Instance: 0x1BF875F1C00
Class: RegionPinger_X                                          - Instance: 0x1BF875F1800
Class: RPC_GetGameServerPingList2_X                            - Instance: 0x1BF875F1400
Class: RegionPingData_X                                        - Instance: 0x1BF875F1000
Class: OnlineGameReservations_AssignTeamsByParty_X             - Instance: 0x1BF875F0C00
Class: RegionPingMessage_X                                     - Instance: 0x1BF875F0800
Class: PsyNetService_ReservationBase_X                         - Instance: 0x1BF875ABC00
Class: PsyNetService_NewGame_X                                 - Instance: 0x1BF875F0400
Class: PsyNetService_Backfill_X                                - Instance: 0x1BF875AB800
Class: PsyNetService_CreatePrivate_X                           - Instance: 0x1BF875AB400
Class: PsyNetService_JoinPrivate_X                             - Instance: 0x1BF875AB000
Class: PsyNetService_FriendJoin_X                              - Instance: 0x1BF875AAC00
Class: PsyNetService_Reconnect_X                               - Instance: 0x1BF875AA800
Class: AntiCheatManager_X                                      - Instance: 0x1BF875A9800
Class: RPC_GetPlayerSkill_X                                    - Instance: 0x1BF875A9C00
Class: RPC_GetPartyMemberSkill_X                               - Instance: 0x1BF875A9400
Class: SyncedSkillData_X                                       - Instance: 0x1BF875A9000
Class: RPC_RecordMatchResults_X                                - Instance: 0x1BF875A8800
Class: RPC_UpdateSkills_X                                      - Instance: 0x1BF875A8C00
Class: RPC_UpdateLeaderboard_X                                 - Instance: 0x1BF87537C00
Class: WordFilterConfig_X                                      - Instance: 0x1BF87537800
Class: UserBugReportComponent_X                                - Instance: 0x1BF87537400
Class: OnlinePlayerRegionRestrictions_X                        - Instance: 0x1BF87537000
Class: OnlinePlayerStorage_X                                   - Instance: 0x1BF87536C00
Class: RPC_LoginAuthPlayer_X                                   - Instance: 0x1BF87536400
Class: RPC_GetPlayerPermissions_X                              - Instance: 0x1BF87535C00
Class: OnlinePlayerStorageManifest_X                           - Instance: 0x1BF87535800
Class: OnlinePlayerStorageConfig_X                             - Instance: 0x1BF87535400
Class: SaveLock_X                                              - Instance: 0x1BF87535000
Class: RPC_PlayerStorageGet_X                                  - Instance: 0x1BF87534C00
Class: OnlineResource_X                                        - Instance: 0x1BF87534800
Class: OnlineSaveLock_X                                        - Instance: 0x1BF87534400
Class: RPC_PartyBase_X                                         - Instance: 0x1BF874E7800
Class: RPC_PartyMessage_X                                      - Instance: 0x1BF874E7C00
Class: PartySequence_JoinRequest_X                             - Instance: 0x1BF874E7400
Class: PartySequence_InviteToParty_X                           - Instance: 0x1BF874E7000
Class: PartySequence_LeaveParty_X                              - Instance: 0x1BF874E6C00
Class: SignedMessageObject_X                                   - Instance: 0x1BF874E6800
Class: RPC_PartyChat_X                                         - Instance: 0x1BF874E6400
Class: RPC_SignedPartyChat_X                                   - Instance: 0x1BF874E6000
Class: RPC_PartyChangeOwner_X                                  - Instance: 0x1BF874E5C00
Class: RPC_PartyKickMember_X                                   - Instance: 0x1BF874E5800
Class: RPC_PartyInfo_X                                         - Instance: 0x1BF874E5400
Class: PsyNetService_PartyUserInvited_X                        - Instance: 0x1BF874E5000
Class: PsyNetService_PartyJoinRequestReceived_X                - Instance: 0x1BF874E4C00
Class: PsyNetService_PartyJoinRequestDeleted_X                 - Instance: 0x1BF874E4800
Class: PsyNetService_PartyJoinRequestAccepted_X                - Instance: 0x1BF874E4400
Class: PsyNetService_PartySystem_X                             - Instance: 0x1BF874BFC00
Class: PsyNetService_PartyUserJoined_X                         - Instance: 0x1BF874BF800
Class: PsyNetService_PartyUserKicked_X                         - Instance: 0x1BF874BF400
Class: PsyNetService_PartyUserLeft_X                           - Instance: 0x1BF874BF000
Class: PsyNetService_PartyUserDisconnected_X                   - Instance: 0x1BF874BEC00
Class: PsyNetService_PartyOwnerChanged_X                       - Instance: 0x1BF874BE800
Class: PsyNetService_SignedPartyChat_X                         - Instance: 0x1BF874BE400
Class: PsyNetService_PartyChat_X                               - Instance: 0x1BF874BE000
Class: PartyMessage_GetPlatformPartyResponse_X                 - Instance: 0x1BF874BD800
Class: RPC_PartySendInvite_X                                   - Instance: 0x1BF874BD400
Class: RPC_PartyJoin_X                                         - Instance: 0x1BF874BD000
Class: RPC_PartySendJoinRequest_X                              - Instance: 0x1BF874BC800
Class: RPC_PartyAcceptJoinRequest_X                            - Instance: 0x1BF874BC400
Class: RPC_PartyLeave_X                                        - Instance: 0x1BF874ABC00
Class: PauseStaticDataSync_X                                   - Instance: 0x1BF874AB800
Class: PerConMetrics_X                                         - Instance: 0x1BF874AB400
Class: Platform_Console                                        - Instance: 0x1BF874AB000
Class: Platform_DedicatedServer                                - Instance: 0x1BF874AAC00
Class: Platform_Dingo                                          - Instance: 0x1BF874AA800
Class: Platform_GameClient                                     - Instance: 0x1BF874AA400
Class: Platform_NNX                                            - Instance: 0x1BF874AA000
Class: Platform_Orbis                                          - Instance: 0x1BF874A9C00
Class: Platform_PC                                             - Instance: 0x1BF874A9800
Class: Platform_Server                                         - Instance: 0x1BF874A9400
Class: PlatformSystem_X                                        - Instance: 0x1BF874A9000
Class: PlayerActivityMetrics_X                                 - Instance: 0x1BF874A8C00
Class: PlayerActivityMetricsConfig_X                           - Instance: 0x1BF874A8800
Class: __PlayerController_X__CloseConnectionWithReason_0x1     - Instance: 0x1BF874A8400
Class: PostProcessManager_X                                    - Instance: 0x1BF87477C00
Class: PrimaryAuthLoggedIn_TA                                  - Instance: 0x1BF87477400
Class: PsyNetBreadcrumbObserver_X                              - Instance: 0x1BF87477000
Class: PsyNetService_DuplicateLogin_X                          - Instance: 0x1BF87476C00
